date, pm25, pm10, o3, no2, so2, co
2024/2/13, 25, 22, , 13, , 
2024/2/14, 39, 17, , 14, , 
2024/2/15, 39, 19, , 18, , 
2024/2/16, 43, 13, , 15, , 
2024/2/17, 26, 14, , 21, , 
2024/2/18, 32, 12, , 17, , 
2024/2/19, 30, 15, , 20, , 
2024/2/20, 31, 16, , 24, , 
2024/2/21, 30, 24, , 25, , 
2024/2/22, 52, 12, , 8, , 
2024/2/23, 29, 10, , 7, , 
2024/2/24, 16, 6, , 6, , 
2024/2/25, 14, 8, , 3, , 
2024/2/26, 16, 6, , 7, , 
2024/2/27, 8, 7, , 9, , 
2024/2/28, 11, 11, , 12, , 
2024/2/29, 17, 16, , 17, , 
2024/3/1, 29, 9, , 9, , 
2024/3/2, 13, 9, , 6, , 
2024/3/3, 16, 2, , 3, , 
2024/3/4, 5, 9, , 8, , 
2024/3/5, 11, 10, , 13, , 
2024/3/6, 16, 16, , 16, , 
2024/3/7, 30, 18, , 16, , 
2024/3/8, 39, 9, , 8, , 
2024/3/9, 14, 7, , 6, , 
2024/3/10, 14, 8, , 4, , 
2024/3/11, 11, 7, , 8, , 
2024/3/12, 12, 14, , 21, , 
2024/3/13, 27, 15, , 15, , 
2024/3/14, 24, 20, , 15, , 
2024/3/15, 35, 20, , 13, , 
2024/3/16, 39, 15, , 13, , 
2024/3/17, 34, 18, , 15, , 
2024/3/18, 43, 21, , 18, , 
2024/3/19, 43, 44, , 21, , 
2024/3/20, 64, 56, , 16, , 
2024/3/21, 69, 28, , 11, , 
2024/3/22, 34, 44, , 14, , 
2024/3/23, 51, 54, , 8, , 
2024/3/24, 60, 32, , 4, , 
2024/3/25, 40, 29, , 9, , 
2024/3/26, 44, 10, , 4, , 
2024/3/27, 14, 6, , 3, , 
2024/3/28, 10, 6, , 2, , 
2024/3/29, 10, 5, , 4, , 
2024/3/30, 11, 6, , 5, , 
2024/3/31, 13, 9, , 5, , 
2024/4/1, 20, 7, , 7, , 
2023/10/2, 39, 19, , 24, , 
2023/10/3, 38, 27, , 32, , 
2023/10/4, 45, 29, , 23, , 
2023/10/5, 52, 30, , 28, , 
2023/10/6, 50, 26, , 19, , 
2023/10/7, 45, 24, , 18, , 
2023/10/8, 46, 21, , 17, , 
2023/10/9, 41, 28, , 27, , 
2023/10/10, 49, 29, , 32, , 
2023/10/11, 47, 30, , 29, , 
2023/10/12, 49, 27, , 21, , 
2023/10/13, 52, 28, , 22, , 
2023/10/14, 53, 27, , 13, , 
2023/10/15, 62, 22, , 12, , 
2023/10/16, 56, 15, , 13, , 
2023/10/17, 32, 25, , 15, , 
2023/10/18, 48, 14, , 8, , 
2023/10/19, 37, 13, , 15, , 
2023/10/20, 41, 5, , 10, , 
2023/10/21, 12, 9, , 10, , 
2023/10/22, 17, 10, , 9, , 
2023/10/23, 22, 10, , 15, , 
2023/10/24, 25, 10, , 12, , 
2023/10/25, 19, 14, , 10, , 
2023/10/26, 31, 21, , 10, , 
2023/10/27, 61, 6, , 12, , 
2023/10/28, 14, 8, , 8, , 
2023/10/29, 16, 10, , 9, , 
2023/10/30, 23, 9, , 14, , 
2023/10/31, 21, 21, , 23, , 
2023/11/1, 40, 16, , 14, , 
2023/11/2, 39, 5, , 8, , 
2023/11/3, 12, 8, , 9, , 
2023/11/4, 16, 7, , 6, , 
2023/11/5, 17, 11, , 6, , 
2023/11/6, 18, 11, , 17, , 
2023/11/7, 19, 10, , 16, , 
2023/11/8, 20, 20, , 19, , 
2023/11/9, 42, 8, , 9, , 
2023/11/10, 18, 11, , 12, , 
2023/11/11, 21, 10, , 5, , 
2023/11/12, 28, 8, , 7, , 
2023/11/13, 23, 16, , 16, , 
2023/11/14, 45, 28, , 26, , 
2023/11/15, 58, 30, , 20, , 
2023/11/16, 68, 36, , 25, , 
2023/11/17, 76, 31, , 28, , 
2023/11/18, 70, 20, , 22, , 
2023/11/19, 44, 21, , 21, , 
2023/11/20, 49, 24, , 26, , 
2023/11/21, 50, 9, , 15, , 
2023/11/22, 13, 7, , 13, , 
2023/11/23, 11, 14, , 23, , 
2023/11/24, 25, 28, , 37, , 
2023/11/25, 54, 36, , 33, , 
2023/11/26, 66, 30, , 19, , 
2023/11/27, 52, 37, , 24, , 
2023/11/28, 71, 17, , 15, , 
2023/11/29, 43, 10, , 15, , 
2023/11/30, 20, 10, , 14, , 
2023/12/1, 31, 7, , 15, , 
2023/12/2, 15, 11, , 13, , 
2023/12/3, 21, 15, , 18, , 
2023/12/4, 42, 13, , 17, , 
2023/12/5, 27, 9, , 18, , 
2023/12/6, 18, 14, , 20, , 
2023/12/7, 32, 28, , 25, , 
2023/12/8, 68, 6, , 9, , 
2023/12/9, 16, 12, , 10, , 
2023/12/10, 25, 8, , 11, , 
2023/12/11, 25, 15, , 19, , 
2023/12/12, 30, 26, , 23, , 
2023/12/13, 56, 7, , 13, , 
2023/12/14, 13, 11, , 18, , 
2023/12/15, 23, 9, , 18, , 
2023/12/16, 14, 21, , 26, , 
2023/12/17, 50, 18, , 24, , 
2023/12/18, 46, 32, , 30, , 
2023/12/19, 62, 36, , 33, , 
2023/12/20, 69, 23, , 22, , 
2023/12/21, 47, 24, , 33, , 
2023/12/22, 45, 23, , 32, , 
2023/12/23, 49, 15, , 22, , 
2023/12/24, 32, 19, , 21, , 
2023/12/25, 43, 22, , 18, , 
2023/12/26, 62, 42, , 29, , 
2023/12/27, 99, 37, , 31, , 
2023/12/28, 79, 40, , 30, , 
2023/12/29, 87, 42, , 31, , 
2023/12/30, 90, 29, , 26, , 
2023/12/31, 73, 14, , 9, , 
2024/1/1, 41, 25, , 18, , 
2023/7/2, 19, 11, , 5, , 
2023/7/3, 26, 18, , 10, , 
2023/7/4, 42, 15, , 13, , 
2023/7/5, 47, 22, , 12, , 
2023/7/6, 44, 23, , 11, , 
2023/7/7, 50, 23, , 10, , 
2023/7/8, 45, 18, , 11, , 
2023/7/9, 34, 15, , 10, , 
2023/7/10, 34, 24, , 15, , 
2023/7/11, 46, 34, , 19, , 
2023/7/12, 54, 18, , 16, , 
2023/7/13, 40, 17, , 13, , 
2023/7/14, 38, 23, , 13, , 
2023/7/15, 42, 12, , 6, , 
2023/7/16, 28, 13, , 8, , 
2023/7/17, 28, 29, , 17, , 
2023/7/18, 54, 48, , 21, , 
2023/7/19, 64, 57, , 14, , 
2023/7/20, 71, 30, , 15, , 
2023/7/21, 51, 21, , 10, , 
2023/7/22, 41, 18, , 8, , 
2023/7/23, 37, 34, , 16, , 
2023/7/24, 79, 19, , 12, , 
2023/7/25, 41, 16, , 9, , 
2023/7/26, 33, 18, , 9, , 
2023/7/27, 33, 30, , 15, , 
2023/7/28, 52, 22, , 14, , 
2023/7/29, 43, 22, , 12, , 
2023/7/30, 50, 13, , 8, , 
2023/7/31, 30, 22, , 8, , 
2023/8/1, 50, 18, , 11, , 
2023/8/2, 38, 23, , 14, , 
2023/8/3, 49, 15, , 7, , 
2023/8/4, 38, 11, , 4, , 
2023/8/5, 18, 16, , 5, , 
2023/8/6, 35, 16, , 7, , 
2023/8/7, 32, 20, , 8, , 
2023/8/8, 35, 35, , 13, , 
2023/8/9, 63, 52, , 16, , 
2023/8/10, 69, 39, , 11, , 
2023/8/11, 55, 28, , 13, , 
2023/8/12, 44, 23, , 9, , 
2023/8/13, 43, 26, , 7, , 
2023/8/14, 57, 18, , 10, , 
2023/8/15, 38, 21, , 10, , 
2023/8/16, 41, 23, , 13, , 
2023/8/17, 45, 27, , 15, , 
2023/8/18, 54, 17, , 10, , 
2023/8/19, 32, 16, , 8, , 
2023/8/20, 31, 21, , 13, , 
2023/8/21, 45, 31, , 15, , 
2023/8/22, 61, 29, , 9, , 
2023/8/23, 41, 27, , 7, , 
2023/8/24, 46, 30, , 11, , 
2023/8/25, 49, 52, , 13, , 
2023/8/26, 64, 37, , 7, , 
2023/8/27, 48, 13, , 3, , 
2023/8/28, 21, 14, , 7, , 
2023/8/29, 29, 11, , 7, , 
2023/8/30, 20, 17, , 6, , 
2023/8/31, 33, 16, , 11, , 
2023/9/1, 29, 30, , 18, , 
2023/9/2, 56, 22, , 13, , 
2023/9/3, 49, 30, , 6, , 
2023/9/4, 84, 47, , 14, , 
2023/9/5, 109, 44, , 15, , 
2023/9/6, 77, 50, , 18, , 
2023/9/7, 90, 40, , 15, , 
2023/9/8, 96, 25, , 16, , 
2023/9/9, 109, 19, , 9, , 
2023/9/10, 105, 35, , 8, , 
2023/9/11, 95, 23, , 13, , 
2023/9/12, 64, 17, , 18, , 
2023/9/13, 38, 7, , 8, , 
2023/9/14, 13, 18, , 10, , 
2023/9/15, 40, 18, , 10, , 
2023/9/16, 46, 51, , 8, , 
2023/9/17, 98, 11, , 8, , 
2023/9/18, 30, 11, , 13, , 
2023/9/19, 16, 9, , 18, , 
2023/9/20, 16, 13, , 17, , 
2023/9/21, 19, 8, , 10, , 
2023/9/22, 14, 8, , 13, , 
2023/9/23, 14, 11, , 16, , 
2023/9/24, 24, 14, , 18, , 
2023/9/25, 30, 16, , 26, , 
2023/9/26, 29, 22, , 28, , 
2023/9/27, 41, 26, , 29, , 
2023/9/28, 47, 28, , 29, , 
2023/9/29, 53, 21, , 22, , 
2023/9/30, 44, 19, , 16, , 
2023/10/1, 40, 16, , 21, , 
2023/4/2, 19, 5, , 7, , 
2023/4/3, 10, 12, , 12, , 
2023/4/4, 20, 10, , 8, , 
2023/4/5, 12, 12, , 12, , 
2023/4/6, 23, 11, , 9, , 
2023/4/7, 19, 12, , 8, , 
2023/4/8, 23, 14, , 12, , 
2023/4/9, 28, 31, , 12, , 
2023/4/10, 47, 55, , 18, , 
2023/4/11, 68, 20, , 15, , 
2023/4/12, 28, 14, , 11, , 
2023/4/13, 20, 9, , 10, , 
2023/4/14, 18, 15, , 9, , 
2023/4/15, 34, 23, , 7, , 
2023/4/16, 64, 16, , 5, , 
2023/4/17, 46, 10, , 9, , 
2023/4/18, 23, 13, , 10, , 
2023/4/19, 21, 20, , 14, , 
2023/4/20, 30, 22, , 20, , 
2023/4/21, 38, 30, , 19, , 
2023/4/22, 42, 11, , 7, , 
2023/4/23, 19, 9, , 7, , 
2023/4/24, 19, 13, , 12, , 
2023/4/25, 28, 11, , 13, , 
2023/4/26, 23, 14, , 18, , 
2023/4/27, 26, 17, , 23, , 
2023/4/28, 30, 25, , 23, , 
2023/4/29, 40, 15, , 13, , 
2023/4/30, 25, 8, , 5, , 
2023/5/1, 20, 6, , 4, , 
2023/5/2, 13, 8, , 9, , 
2023/5/3, 17, 21, , 17, , 
2023/5/4, 31, 15, , 9, , 
2023/5/5, 24, 17, , 15, , 
2023/5/6, 28, 16, , 10, , 
2023/5/7, 31, 9, , 8, , 
2023/5/8, 18, 14, , 12, , 
2023/5/9, 18, 18, , 12, , 
2023/5/10, 29, 10, , 7, , 
2023/5/11, 18, 17, , 6, , 
2023/5/12, 16, 8, , 6, , 
2023/5/13, 11, 8, , 5, , 
2023/5/14, 13, 8, , 5, , 
2023/5/15, 16, 10, , 6, , 
2023/5/16, 24, 8, , 7, , 
2023/5/17, 19, 15, , 4, , 
2023/5/18, 21, 14, , 5, , 
2023/5/19, 31, 15, , 7, , 
2023/5/20, 32, 12, , 4, , 
2023/5/21, 31, 13, , 5, , 
2023/5/22, 29, 20, , 8, , 
2023/5/23, 28, 22, , 6, , 
2023/5/24, 43, 16, , 9, , 
2023/5/25, 38, 22, , 12, , 
2023/5/26, 45, 13, , 9, , 
2023/5/27, 32, 25, , 8, , 
2023/5/28, 50, 12, , 9, , 
2023/5/29, 34, 17, , 15, , 
2023/5/30, 44, 17, , 17, , 
2023/5/31, 42, 18, , 13, , 
2023/6/1, 42, 12, , 11, , 
2023/6/2, 28, 17, , 10, , 
2023/6/3, 38, 14, , 8, , 
2023/6/4, 32, 12, , 8, , 
2023/6/5, 30, 16, , 11, , 
2023/6/6, 37, 13, , 10, , 
2023/6/7, 32, 71, , 10, , 
2023/6/8, 64, 35, , 11, , 
2023/6/9, 93, 20, , 11, , 
2023/6/10, 48, 15, , 9, , 
2023/6/11, 39, 7, , 10, , 
2023/6/12, 15, 9, , 11, , 
2023/6/13, 12, 15, , 13, , 
2023/6/14, 26, 10, , 12, , 
2023/6/15, 21, 19, , 13, , 
2023/6/16, 43, 18, , 16, , 
2023/6/17, 40, 31, , 15, , 
2023/6/18, 71, 25, , 7, , 
2023/6/19, 68, 37, , 14, , 
2023/6/20, 91, 17, , 12, , 
2023/6/21, 34, 13, , 15, , 
2023/6/22, 29, 23, , 13, , 
2023/6/23, 54, 21, , 9, , 
2023/6/24, 45, 21, , 13, , 
2023/6/25, 50, 23, , 13, , 
2023/6/26, 55, 11, , 15, , 
2023/6/27, 22, 33, , 14, , 
2023/6/28, 79, 35, , 14, , 
2023/6/29, 84, 19, , 14, , 
2023/6/30, 42, 9, , 4, , 
2023/7/1, 18, 8, , 4, , 
2023/1/3, 16, 28, , 17, , 
2023/1/4, 21, 32, , 25, , 
2023/1/5, 25, 29, , 23, , 
2023/1/6, 28, 35, , 22, , 
2023/1/7, 43, 44, , 21, , 
2023/1/8, 54, 30, , 8, , 
2023/1/9, 14, 9, , 17, , 
2023/1/10, 15, 19, , 23, , 
2023/1/11, 38, 14, , 18, , 
2023/1/12, 26, 18, , 26, , 
2023/1/13, 36, 25, , 26, , 
2023/1/14, 57, 30, , 26, , 
2023/1/15, 63, 16, , 12, , 
2023/1/16, 35, 11, , 8, , 
2023/1/17, 15, 9, , 9, , 
2023/1/18, 19, 8, , 12, , 
2023/1/19, 11, 10, , 13, , 
2023/1/20, 13, 13, , 19, , 
2023/1/21, 21, 9, , 12, , 
2023/1/22, 16, 6, , 10, , 
2023/1/23, 13, 14, , 19, , 
2023/1/24, 21, 7, , 12, , 
2023/1/25, 10, 10, , 15, , 
2023/1/26, 16, 14, , 18, , 
2023/1/27, 24, 15, , 16, , 
2023/1/28, 21, 7, , 9, , 
2023/1/29, 9, 6, , 9, , 
2023/1/30, 10, 14, , 21, , 
2023/1/31, 18, 24, , 34, , 
2023/2/1, 41, 18, , 20, , 
2023/2/2, 24, 20, , 29, , 
2023/2/3, 31, 21, , 31, , 
2023/2/4, 31, 13, , 23, , 
2023/2/5, 21, 7, , 13, , 
2023/2/6, 11, 12, , 15, , 
2023/2/7, 12, 13, , 13, , 
2023/2/8, 22, 13, , 13, , 
2023/2/9, 16, 13, , 16, , 
2023/2/10, 22, 16, , 16, , 
2023/2/11, 26, 11, , 9, , 
2023/2/12, 19, 14, , 7, , 
2023/2/13, 15, 22, , 12, , 
2023/2/14, 15, 16, , 12, , 
2023/2/15, 14, 15, , 18, , 
2023/2/16, 14, 16, , 21, , 
2023/2/17, 15, 13, , 14, , 
2023/2/18, 8, 11, , 15, , 
2023/2/19, 8, 21, , 15, , 
2023/2/20, 11, 24, , 15, , 
2023/2/21, 16, 26, , 19, , 
2023/2/22, 23, 49, , 21, , 
2023/2/23, 55, 28, , 14, , 
2023/2/24, 28, 9, , 19, , 
2023/2/25, 9, 10, , 19, , 
2023/2/26, 12, 10, , 16, , 
2023/2/27, 14, 6, , 11, , 
2023/2/28, 6, 10, , 17, , 
2023/3/1, 14, 9, , 20, , 
2023/3/2, 10, 13, , 25, , 
2023/3/3, 15, 16, , 23, , 
2023/3/4, 23, 12, , 16, , 
2023/3/5, 19, 14, , 19, , 
2023/3/6, 18, 18, , 14, , 
2023/3/7, 13, 20, , 12, , 
2023/3/8, 16, 23, , 12, , 
2023/3/9, 20, 25, , 14, , 
2023/3/10, 31, 24, , 13, , 
2023/3/11, 31, 25, , 8, , 
2023/3/12, 26, 22, , 11, , 
2023/3/13, 22, 27, , 16, , 
2023/3/14, 30, 15, , 13, , 
2023/3/15, 18, 19, , 28, , 
2023/3/16, 30, 22, , 30, , 
2023/3/17, 34, 16, , 13, , 
2023/3/18, 24, 7, , 9, , 
2023/3/19, 11, 8, , 12, , 
2023/3/20, 19, 8, , 10, , 
2023/3/21, 18, 17, , 23, , 
2023/3/22, 34, 16, , 19, , 
2023/3/23, 30, 14, , 16, , 
2023/3/24, 21, 14, , 11, , 
2023/3/25, 23, 12, , 10, , 
2023/3/26, 22, 9, , 8, , 
2023/3/27, 14, 13, , 16, , 
2023/3/28, 23, 19, , 22, , 
2023/3/29, 26, 25, , 26, , 
2023/3/30, 37, 22, , 14, , 
2023/3/31, 35, 17, , 11, , 
2023/4/1, 27, 13, , 7, , 
2022/10/2, 29, 12, , 18, , 
2022/10/3, 24, 24, , 28, , 
2022/10/4, 41, 49, , 33, , 
2022/10/5, 65, 58, , 24, , 
2022/10/6, 66, 38, , 15, , 
2022/10/7, 60, 26, , 18, , 
2022/10/8, 41, 26, , 11, , 
2022/10/9, 22, 20, , 10, , 
2022/10/10, 18, 21, , 16, , 
2022/10/11, 28, 10, , 10, , 
2022/10/12, 16, 10, , 10, , 
2022/10/13, 11, 14, , 19, , 
2022/10/14, 16, 17, , 27, , 
2022/10/15, 15, 12, , 18, , 
2022/10/16, 12, 18, , 17, , 
2022/10/17, 11, 17, , 11, , 
2022/10/18, 11, 35, , 20, , 
2022/10/19, 30, 47, , 20, , 
2022/10/20, 33, 14, , 13, , 
2022/10/21, 9, 11, , 13, , 
2022/10/22, 11, 6, , 8, , 
2022/10/23, 6, 8, , 8, , 
2022/10/24, 8, 16, , 18, , 
2022/10/25, 8, 23, , 19, , 
2022/10/26, 15, 33, , 28, , 
2022/10/27, 27, 32, , 22, , 
2022/10/28, 19, 35, , 22, , 
2022/10/29, 22, 20, , 12, , 
2022/10/30, 9, 23, , 15, , 
2022/10/31, 19, 26, , 16, , 
2022/11/1, 28, 10, , 14, , 
2022/11/2, 11, 11, , 18, , 
2022/11/3, 12, 10, , 16, , 
2022/11/4, 9, 7, , 13, , 
2022/11/5, 8, 12, , 17, , 
2022/11/6, 14, 15, , 17, , 
2022/11/7, 18, 17, , 22, , 
2022/11/8, 17, 20, , 23, , 
2022/11/9, 17, 7, , 14, , 
2022/11/10, 14, 11, , 20, , 
2022/11/11, 11, 7, , 15, , 
2022/11/12, 7, 13, , 10, , 
2022/11/13, 10, 17, , 17, , 
2022/11/14, 22, 20, , 21, , 
2022/11/15, 18, 7, , 15, , 
2022/11/16, 6, 7, , 15, , 
2022/11/17, 9, 8, , 14, , 
2022/11/18, 8, 9, , 17, , 
2022/11/19, 7, 5, , 13, , 
2022/11/20, 5, 8, , 14, , 
2022/11/21, 9, 7, , 12, , 
2022/11/22, 12, 9, , 12, , 
2022/11/23, 10, 12, , 9, , 
2022/11/24, 13, 20, , 15, , 
2022/11/25, 14, 8, , 13, , 
2022/11/26, 6, 14, , 19, , 
2022/11/27, 26, 16, , 17, , 
2022/11/28, 23, 10, , 17, , 
2022/11/29, 9, 22, , 25, , 
2022/11/30, 19, 24, , 29, , 
2022/12/1, 25, 11, , 16, , 
2022/12/2, 15, 13, , 20, , 
2022/12/3, 20, 20, , 23, , 
2022/12/4, 40, 18, , 18, , 
2022/12/5, 46, 13, , 18, , 
2022/12/6, 34, 28, , 19, , 
2022/12/7, 37, 34, , 23, , 
2022/12/8, 51, 14, , 16, , 
2022/12/9, 23, 12, , 20, , 
2022/12/10, 11, 13, , 10, , 
2022/12/11, 15, 10, , 9, , 
2022/12/12, 18, 16, , 15, , 
2022/12/13, 28, 13, , 17, , 
2022/12/14, 10, 14, , 20, , 
2022/12/15, 15, 15, , 17, , 
2022/12/16, 12, 18, , 24, , 
2022/12/17, 16, 19, , 19, , 
2022/12/18, 21, 20, , 20, , 
2022/12/19, 22, 26, , 23, , 
2022/12/20, 32, 28, , 28, , 
2022/12/21, 42, 27, , 16, , 
2022/12/22, 24, 30, , 14, , 
2022/12/23, 18, 24, , 17, , 
2022/12/24, 12, 27, , 18, , 
2022/12/25, 22, 29, , 16, , 
2022/12/26, 30, 31, , 23, , 
2022/12/27, 29, 41, , 28, , 
2022/12/28, 41, 42, , 22, , 
2022/12/29, 39, 37, , 12, , 
2022/12/30, 15, 37, , 11, , 
2022/12/31, 13, 35, , 24, , 
2023/1/1, 34, 27, , 16, , 
2023/1/2, 31, 36, , 20, , 
2022/7/2, 53, 42, , 7, , 
2022/7/3, 65, 56, , 9, , 
2022/7/4, 104, 49, , 21, , 
2022/7/5, 32, 19, , 17, , 
2022/7/6, 38, 28, , 13, , 
2022/7/7, 77, 7, , 7, , 
2022/7/8, 32, 6, , 9, , 
2022/7/9, 32, 18, , 13, , 
2022/7/10, 52, 6, , 11, , 
2022/7/11, 41, 14, , 13, , 
2022/7/12, 55, 12, , 16, , 
2022/7/13, 52, 22, , 23, , 
2022/7/14, 75, 17, , 12, , 
2022/7/15, 55, 29, , 10, , 
2022/7/16, 58, 23, , 7, , 
2022/7/17, 58, 21, , 9, , 
2022/7/18, 61, 23, , 11, , 
2022/7/19, 58, 21, , 17, , 
2022/7/20, 51, 20, , 15, , 
2022/7/21, 60, 24, , 18, , 
2022/7/22, 79, 29, , 19, , 
2022/7/23, 81, 13, , 16, , 
2022/7/24, 50, 23, , 14, , 
2022/7/25, 63, 19, , 13, , 
2022/7/26, 59, 20, , 16, , 
2022/7/27, 96, 26, , 10, , 
2022/7/28, 92, 32, , 18, , 
2022/7/29, 80, 36, , 17, , 
2022/7/30, 89, 63, , 6, , 
2022/7/31, 156, 59, , 11, , 
2022/8/1, 155, 37, , 11, , 
2022/8/2, 107, 50, , 11, , 
2022/8/3, 138, 39, , 15, , 
2022/8/4, 113, 29, , 15, , 
2022/8/5, 77, 21, , 15, , 
2022/8/6, 89, 15, , 13, , 
2022/8/7, 84, 16, , 9, , 
2022/8/8, 95, 19, , 14, , 
2022/8/9, 95, 13, , 13, , 
2022/8/10, 81, 12, , 6, , 
2022/8/11, 87, 17, , 13, , 
2022/8/12, 72, , , 15, , 
2022/8/17, 74, 10, , 10, , 
2022/8/18, 16, 4, , 7, , 
2022/8/19, 6, 9, , 7, , 
2022/8/20, 11, 14, , 9, , 
2022/8/21, 26, 18, , 13, , 
2022/8/22, 38, 15, , 7, , 
2022/8/23, 45, 23, , 10, , 
2022/8/24, 66, 33, , 14, , 
2022/8/25, 75, 33, , 8, , 
2022/8/26, 72, 24, , 4, , 
2022/8/27, 65, 26, , 6, , 
2022/8/28, 64, 22, , 3, , 
2022/8/29, 52, 38, , 7, , 
2022/8/30, 81, 34, , 14, , 
2022/8/31, 64, 26, , 9, , 
2022/9/1, 58, 19, , 12, , 
2022/9/2, 42, 20, , 9, , 
2022/9/3, 36, , , , , 
2022/9/7, 5, 20, , 10, , 
2022/9/8, 26, , , , , 
2022/9/10, 63, 22, , 6, , 
2022/9/11, 30, 30, , 14, , 
2022/9/12, 42, 58, , 14, , 
2022/9/13, 107, 54, , 7, , 
2022/9/14, 53, 55, , 11, , 
2022/9/15, 71, 53, , 12, , 
2022/9/16, 49, 55, , 12, , 
2022/9/17, 86, 47, , 6, , 
2022/9/18, 115, 17, , 4, , 
2022/9/19, 44, 28, , 8, , 
2022/9/20, 70, 21, , 12, , 
2022/9/21, 61, 21, , 17, , 
2022/9/22, 45, 18, , 17, , 
2022/9/23, 30, 18, , 13, , 
2022/9/24, 40, , , , , 
2022/9/26, 7, 7, , 8, , 
2022/9/27, 12, 15, , 19, , 
2022/9/28, 23, 15, , 14, , 
2022/9/29, 18, 14, , 12, , 
2022/9/30, 13, 8, , 11, , 
2022/10/1, 12, 14, , 19, , 
2022/4/2, 24, 10, , 10, , 
2022/4/3, 22, 6, , 7, , 
2022/4/4, 15, 11, , 9, , 
2022/4/5, 25, 15, , 16, , 
2022/4/6, 38, 17, , 20, , 
2022/4/7, 38, 20, , 18, , 
2022/4/8, 37, 18, , 14, , 
2022/4/9, 30, 14, , 11, , 
2022/4/10, 24, 12, , 8, , 
2022/4/11, 29, 22, , 11, , 
2022/4/12, 37, 12, , 16, , 
2022/4/13, 22, 12, , 16, , 
2022/4/14, 24, 9, , 6, , 
2022/4/15, 18, 21, , 9, , 
2022/4/16, 30, 15, , 11, , 
2022/4/17, 30, 10, , 12, , 
2022/4/18, 24, 17, , 14, , 
2022/4/19, 25, 15, , 12, , 
2022/4/20, 28, 5, , 12, , 
2022/4/21, 11, 10, , 20, , 
2022/4/22, 15, 9, , 16, , 
2022/4/23, 11, 6, , 9, , 
2022/4/24, 20, 9, , 11, , 
2022/4/25, 17, 6, , 17, , 
2022/4/26, 14, 15, , 23, , 
2022/4/27, 25, 13, , 21, , 
2022/4/28, 30, 13, , 17, , 
2022/4/29, 29, 17, , 12, , 
2022/4/30, 25, 40, , 23, , 
2022/5/1, 65, 34, , 15, , 
2022/5/2, 53, 16, , 9, , 
2022/5/3, 35, 10, , 7, , 
2022/5/4, 34, 10, , 8, , 
2022/5/5, 30, 16, , 15, , 
2022/5/6, 42, 8, , 13, , 
2022/5/7, 18, 6, , 8, , 
2022/5/8, 11, 5, , 9, , 
2022/5/9, 15, 11, , 15, , 
2022/5/10, 22, 19, , 17, , 
2022/5/11, 47, 19, , 20, , 
2022/5/12, 47, 15, , 17, , 
2022/5/13, 27, 20, , 22, , 
2022/5/14, 40, 22, , 13, , 
2022/5/15, 59, 22, , 9, , 
2022/5/16, 49, 22, , 13, , 
2022/5/17, 48, 15, , 17, , 
2022/5/18, 42, 22, , 20, , 
2022/5/19, 56, 33, , 14, , 
2022/5/20, 57, 28, , 10, , 
2022/5/21, 48, 26, , 10, , 
2022/5/22, 47, 32, , 10, , 
2022/5/23, 58, 14, , 18, , 
2022/5/24, 42, 16, , 12, , 
2022/5/25, 22, 3, , 12, , 
2022/5/26, 8, 43, , 7, , 
2022/5/27, 16, 14, , 9, , 
2022/5/28, 20, 10, , 13, , 
2022/5/29, 38, 13, , 16, , 
2022/5/30, 47, 19, , 12, , 
2022/5/31, 41, 23, , 18, , 
2022/6/1, 45, 44, , 19, , 
2022/6/2, 35, 17, , 18, , 
2022/6/3, 27, 19, , 21, , 
2022/6/4, 35, 17, , 15, , 
2022/6/5, 33, 12, , 12, , 
2022/6/6, 23, 19, , 21, , 
2022/6/7, 37, 14, , 17, , 
2022/6/8, 29, 28, , 15, , 
2022/6/9, 68, 15, , 11, , 
2022/6/10, 39, 11, , 19, , 
2022/6/11, 15, 25, , 17, , 
2022/6/12, 50, 17, , 12, , 
2022/6/13, 33, 32, , 19, , 
2022/6/14, 46, 63, , 26, , 
2022/6/15, 84, 80, , 16, , 
2022/6/16, 112, 56, , 17, , 
2022/6/17, 77, 42, , 13, , 
2022/6/18, 64, 45, , 13, , 
2022/6/19, 64, 17, , 10, , 
2022/6/20, 38, 17, , 16, , 
2022/6/21, 45, 11, , 17, , 
2022/6/22, 22, 9, , 14, , 
2022/6/23, 28, 10, , 14, , 
2022/6/24, 41, 6, , 16, , 
2022/6/25, 33, 7, , 12, , 
2022/6/26, 40, 7, , 12, , 
2022/6/27, 30, 4, , 14, , 
2022/6/28, 27, 5, , 14, , 
2022/6/29, 34, 10, , 21, , 
2022/6/30, 38, 5, , 17, , 
2022/7/1, 34, 42, , 13, , 
2022/1/4, 71, 25, , 20, , 
2022/1/5, 60, 10, , 17, , 
2022/1/6, 26, 14, , 16, , 
2022/1/7, 45, 15, , 22, , 
2022/1/8, 35, 22, , 27, , 
2022/1/9, 59, 10, , 10, , 
2022/1/10, 25, 14, , 16, , 
2022/1/11, 36, 14, , 21, , 
2022/1/12, 27, 13, , 21, , 
2022/1/13, 31, 13, , 20, , 
2022/1/14, 32, 15, , 20, , 
2022/1/15, 37, 19, , 21, , 
2022/1/16, 54, 26, , 27, , 
2022/1/17, 67, 26, , 31, , 
2022/1/18, 56, 25, , 34, , 
2022/1/19, 50, 24, , 33, , 
2022/1/20, 51, 11, , 18, , 
2022/1/21, 25, 14, , 18, , 
2022/1/22, 38, 15, , 17, , 
