date, pm25, pm10, o3, no2, so2, co
2023/7/24, 39, 14, , 7, , 
2023/7/25, 25, 23, , 18, , 
2023/7/26, 36, 30, , 14, , 
2023/7/27, 47, 30, , 17, , 
2023/7/28, 44, , , , , 
2023/7/31, 58, 18, , 11, , 
2023/8/1, 31, 24, , 11, , 
2023/8/2, 47, 25, , 6, , 
2023/8/3, 64, 18, , 8, , 
2023/8/4, 14, 17, , 10, , 
2023/8/5, 24, 19, , 11, , 
2023/8/6, 28, 25, , 15, , 
2023/8/7, 33, 36, , 19, , 
2023/8/8, 55, 58, , 21, , 
2023/8/9, 77, 32, , 14, , 
2023/8/10, 50, 42, , 24, , 
2023/8/11, 58, 30, , 16, , 
2023/8/12, 44, 26, , 9, , 
2023/8/13, 54, 23, , 16, , 
2023/8/14, 32, 23, , 10, , 
2023/8/15, 40, 25, , 17, , 
2023/8/16, 44, 31, , 17, , 
2023/8/17, 44, 22, , 13, , 
2023/8/18, 35, 22, , 12, , 
2023/8/19, 30, 27, , 13, , 
2023/8/20, 39, 32, , 17, , 
2023/8/21, 48, 39, , 12, , 
2023/8/22, 53, 30, , 13, , 
2023/8/23, 37, 33, , 13, , 
2023/8/24, 48, 50, , 5, , 
2023/8/25, 60, 38, , 4, , 
2023/8/26, 42, 15, , 1, , 
2023/8/27, 19, 11, , 3, , 
2023/8/28, 18, 16, , 3, , 
2023/8/29, 21, 15, , 4, , 
2023/8/30, 26, 21, , 7, , 
2023/8/31, 25, 30, , 14, , 
2023/9/1, 42, 46, , 19, , 
2023/9/2, 109, 58, , 10, , 
2023/9/3, 160, , , 16, , 
2023/9/5, 113, 74, , 21, , 
2023/9/6, 104, 34, , 21, , 
2023/9/7, 64, , , 22, , 
2023/9/15, 36, 20, , 15, , 
2023/9/16, 43, 14, , 12, , 
2023/9/17, 38, 14, , 16, , 
2023/9/18, 32, 19, , 19, , 
2023/9/19, 46, 20, , 16, , 
2023/9/20, 48, 11, , 7, , 
2023/9/21, 29, 9, , 6, , 
2023/9/22, 23, 15, , 16, , 
2023/9/23, 35, 19, , 19, , 
2023/9/24, 47, 23, , 26, , 
2023/9/25, 49, 28, , 29, , 
2023/9/26, 55, 29, , 24, , 
2023/9/27, 56, 34, , 28, , 
2023/9/28, 63, 28, , 25, , 
2023/9/29, 60, 27, , 23, , 
2023/9/30, 58, 25, , 22, , 
2023/4/1, 26, 9, , 7, , 
2023/4/2, 22, 14, , 12, , 
2023/4/3, 30, 16, , 13, , 
2023/4/4, 25, 13, , 18, , 
2023/4/5, 25, 16, , 17, , 
2023/4/6, 30, 14, , 11, , 
2023/4/7, 29, 21, , 17, , 
2023/4/8, 42, 34, , 13, , 
2023/4/9, 54, 58, , 19, , 
2023/4/10, 83, 23, , 12, , 
2023/4/11, 42, 16, , 7, , 
2023/4/12, 35, 10, , 4, , 
2023/4/13, 20, 11, , 4, , 
2023/4/14, 25, 14, , 6, , 
2023/4/15, 35, 12, , 7, , 
2023/4/16, 25, 14, , 13, , 
2023/4/17, 32, 18, , 16, , 
2023/4/18, 38, 24, , 19, , 
2023/4/19, 45, 31, , 21, , 
2023/4/20, 47, 35, , 17, , 
2023/4/21, 54, 15, , 4, , 
2023/4/22, 47, 13, , 12, , 
2023/4/23, 33, 12, , 10, , 
2023/4/24, 29, 17, , 12, , 
2023/4/25, 42, 18, , 16, , 
2023/4/26, 39, 26, , 25, , 
2023/4/27, 45, 30, , 21, , 
2023/4/28, 53, 25, , 14, , 
2023/4/29, 56, 13, , 7, , 
2023/4/30, 39, 13, , 7, , 
2023/5/1, 34, 17, , 16, , 
2023/5/2, 34, 24, , 17, , 
2023/5/3, 47, 19, , 8, , 
2023/5/4, 38, 23, , 16, , 
2023/5/5, 44, 22, , 14, , 
2023/5/6, 47, 15, , 8, , 
2023/5/7, 37, 19, , 13, , 
2023/5/8, 43, 22, , 7, , 
2023/5/9, 48, 17, , 9, , 
2023/5/10, 41, 18, , 9, , 
2023/5/11, 36, 14, , 10, , 
2023/5/12, 32, 11, , 8, , 
2023/5/13, 24, 14, , 9, , 
2023/5/14, 32, 15, , 10, , 
2023/5/15, 43, 14, , 11, , 
2023/5/16, 35, 20, , 9, , 
2023/5/17, 42, 21, , 10, , 
2023/5/18, 48, 19, , 12, , 
2023/5/19, 46, 16, , 10, , 
2023/5/20, 44, 22, , 9, , 
2023/5/21, 60, 23, , 16, , 
2023/5/22, 59, 34, , 12, , 
2023/5/23, 91, 30, , 15, , 
2023/5/24, 75, 44, , 20, , 
2023/5/25, 107, 32, , 15, , 
2023/5/26, 93, 20, , 11, , 
2023/5/27, 44, 7, , 12, , 
2023/5/28, 21, 14, , 21, , 
2023/5/29, 38, 16, , 19, , 
2023/5/30, 40, 14, , 14, , 
2023/5/31, 34, 11, , 17, , 
2023/6/1, 26, 12, , 16, , 
2023/6/2, 32, 12, , 12, , 
2023/6/3, 32, 10, , 11, , 
2023/6/4, 29, 15, , 20, , 
2023/6/5, 38, 12, , 28, , 
2023/6/6, 30, 15, , 17, , 
2023/6/7, 42, 16, , 16, , 
2023/6/8, 44, 8, , 13, , 
2023/6/9, 14, 7, , 8, , 
2023/6/10, 17, 10, , 9, , 
2023/6/11, 23, 12, , 13, , 
2023/6/12, 28, 10, , 11, , 
2023/6/13, 23, 9, , 13, , 
2023/6/14, 20, 19, , 18, , 
2023/6/15, 43, 22, , 21, , 
2023/6/16, 44, 25, , 19, , 
2023/6/17, 56, 15, , 9, , 
2023/6/18, 36, 21, , 17, , 
2023/6/19, 45, 12, , 11, , 
2023/6/20, 24, 15, , 15, , 
2023/6/21, 34, 17, , 19, , 
2023/6/22, 39, 17, , 20, , 
2023/6/23, 42, , , , , 
2023/6/27, 59, 31, , 14, , 
2023/6/28, 67, 23, , 20, , 
2023/6/29, 53, , , , , 
2023/1/2, 36, 19, , 22, , 
2023/1/3, 49, 19, , 24, , 
2023/1/4, 49, 26, , 26, , 
2023/1/5, 56, 25, , 21, , 
2023/1/6, 68, 30, , 23, , 
2023/1/7, 81, 7, , 7, , 
2023/1/8, 23, 8, , 15, , 
2023/1/9, 19, 21, , 22, , 
2023/1/10, 46, 7, , 8, , 
2023/1/11, 19, 23, , 25, , 
2023/1/12, 53, 30, , 27, , 
2023/1/13, 75, 36, , 25, , 
2023/1/14, 92, 13, , 8, , 
2023/1/15, 42, 7, , 7, , 
2023/1/16, 13, 7, , 7, , 
2023/1/17, 13, 6, , 7, , 
2023/1/18, 16, 6, , 8, , 
2023/1/19, 15, 11, , 17, , 
2023/1/20, 27, 9, , 16, , 
2023/1/21, 24, 9, , 16, , 
2023/1/22, 24, 21, , 24, , 
2023/1/23, 47, 11, , 17, , 
2023/1/24, 30, 14, , 19, , 
2023/1/25, 36, 19, , 27, , 
2023/1/26, 44, 20, , 23, , 
2023/1/27, 43, 9, , 17, , 
2023/1/28, 23, 11, , 16, , 
2023/1/29, 29, 14, , 17, , 
2023/1/30, 36, , , , , 
2023/2/6, 50, 15, , 19, , 
2023/2/7, 35, 13, , 23, , 
2023/2/8, 31, 14, , 17, , 
2023/2/9, 32, 24, , 23, , 
2023/2/10, 49, , , , , 
2023/2/11, 25, , , , , 
2023/2/15, 60, 27, , 28, , 
2023/2/16, 60, 30, , 28, , 
2023/2/17, 65, 24, , 32, , 
2023/2/18, 50, 33, , 32, , 
2023/2/19, 57, 35, , 25, , 
2023/2/20, 55, 27, , 22, , 
2023/2/21, 55, 59, , 22, , 
2023/2/22, 90, 57, , 10, , 
2023/2/23, 82, , , , , 
2023/2/27, 18, 20, , 21, , 
2023/2/28, 49, 14, , 18, , 
2023/3/1, 35, 22, , 24, , 
2023/3/2, 54, 29, , 23, , 
2023/3/3, 66, 18, , 26, , 
2023/3/4, 38, , , 25, , 
2023/3/7, 7, 16, , 7, , 
2023/3/8, 37, 17, , 5, , 
2023/3/9, 47, 17, , 16, , 
2023/3/10, 31, 14, , 5, , 
2023/3/11, 32, 16, , 8, , 
2023/3/12, 42, 22, , 11, , 
2023/3/13, 45, 14, , 11, , 
2023/3/14, 21, 24, , 22, , 
2023/3/15, 47, 24, , 27, , 
2023/3/16, 43, 17, , 9, , 
2023/3/17, 35, 6, , 3, , 
2023/3/18, 17, 12, , 16, , 
2023/3/19, 31, 16, , 19, , 
2023/3/20, 47, 19, , 20, , 
2023/3/21, 46, 15, , 16, , 
2023/3/22, 34, 22, , 18, , 
2023/3/23, 45, 18, , 10, , 
2023/3/24, 43, 10, , 6, , 
2023/3/25, 26, 10, , 4, , 
2023/3/26, 27, 16, , 12, , 
2023/3/27, 33, 25, , 23, , 
2023/3/28, 46, 24, , 18, , 
2023/3/29, 48, 24, , 10, , 
2023/3/30, 42, 18, , 5, , 
2023/3/31, 36, 13, , 3, , 
2022/10/1, 42, 16, , 24, , 
2022/10/2, 36, 26, , 32, , 
2022/10/3, 50, 48, , 31, , 
2022/10/4, 70, 62, , 28, , 
2022/10/5, 83, 36, , 22, , 
2022/10/6, 55, 27, , 19, , 
2022/10/7, 46, 35, , 18, , 
2022/10/8, 55, 29, , 14, , 
2022/10/9, 49, 40, , 19, , 
2022/10/10, 89, 40, , 17, , 
2022/10/11, 97, 16, , 14, , 
2022/10/12, 39, 21, , 21, , 
2022/10/13, 39, 24, , 23, , 
2022/10/14, 36, 23, , 20, , 
2022/10/15, 46, 30, , 21, , 
2022/10/16, 54, 32, , 15, , 
2022/10/17, 65, 50, , 25, , 
2022/10/18, 66, 47, , 15, , 
2022/10/19, 57, 17, , 14, , 
2022/10/20, 33, 14, , 12, , 
2022/10/21, 43, 13, , 11, , 
2022/10/22, 39, 12, , 9, , 
2022/10/23, 39, 18, , 17, , 
2022/10/24, 40, 24, , 20, , 
2022/10/25, 31, 32, , 25, , 
2022/10/26, 49, 37, , 24, , 
2022/10/27, 55, 40, , 25, , 
2022/10/28, 62, 32, , 23, , 
2022/10/29, 59, 30, , 18, , 
2022/10/30, 61, 26, , 18, , 
2022/10/31, 56, 19, , 17, , 
2022/11/1, 45, 16, , 18, , 
2022/11/2, 34, 14, , 14, , 
2022/11/3, 35, 10, , 14, , 
2022/11/4, 22, 18, , 19, , 
2022/11/5, 42, 21, , 18, , 
2022/11/6, 54, 29, , 22, , 
2022/11/7, 60, 26, , 22, , 
2022/11/8, 49, 14, , 13, , 
2022/11/9, 38, 24, , 20, , 
2022/11/10, 47, 17, , 18, , 
2022/11/11, 35, 20, , 15, , 
2022/11/12, 33, 13, , 17, , 
2022/11/13, 40, 7, , 13, , 
2022/11/14, 15, 4, , 7, , 
2022/11/15, 18, 2, , 7, , 
2022/11/16, 7, 5, , 7, , 
2022/11/17, 19, 2, , 9, , 
2022/11/18, 6, 1, , 5, , 
2022/11/19, 6, 3, , 8, , 
2022/11/20, 14, 3, , 5, , 
2022/11/21, 16, 3, , 7, , 
2022/11/22, 7, 2, , 8, , 
2022/11/23, 13, 3, , 14, , 
2022/11/24, 7, 3, , 15, , 
2022/11/25, 11, 4, , 21, , 
2022/11/26, 8, 4, , 18, , 
2022/11/27, 9, 1, , 9, , 
2022/11/28, 7, 6, , 25, , 
2022/11/29, 6, 5, , 25, , 
2022/11/30, 8, 2, , 21, , 
2022/12/1, 7, 3, , 20, , 
2022/12/2, 6, 3, , 21, , 
2022/12/3, 7, 3, , 20, , 
2022/12/4, 8, 1, , 24, , 
2022/12/5, 11, 4, , 23, , 
2022/12/6, 12, 12, , 21, , 
2022/12/7, 28, 13, , 18, , 
2022/12/8, 42, 9, , 20, , 
2022/12/9, 30, 8, , 9, , 
2022/12/10, 25, 8, , 11, , 
2022/12/11, 27, 12, , 13, , 
2022/12/12, 41, 14, , 11, , 
2022/12/13, 52, 8, , 18, , 
2022/12/14, 26, 5, , 12, , 
2022/12/15, 13, 15, , 19, , 
2022/12/16, 34, 16, , 18, , 
2022/12/17, 41, 14, , 14, , 
2022/12/18, 39, 23, , 21, , 
2022/12/19, 59, 28, , 25, , 
2022/12/20, 70, 12, , 14, , 
2022/12/21, 30, 8, , 12, , 
2022/12/22, 17, 8, , 16, , 
2022/12/23, 19, 17, , 18, , 
2022/12/24, 47, 21, , 18, , 
2022/12/25, 57, 25, , 21, , 
2022/12/26, 59, 32, , 28, , 
2022/12/27, 65, 25, , 21, , 
2022/12/28, 55, 12, , 14, , 
2022/12/29, 26, 15, , 13, , 
2022/12/30, 28, 25, , 24, , 
2022/12/31, 52, 28, , 24, , 
2023/1/1, 65, 15, , 22, , 
2022/7/1, 45, 41, , 12, , 
2022/7/2, 89, 42, , 7, , 
2022/7/3, 96, 17, , 17, , 
2022/7/4, 24, 30, , 19, , 
2022/7/5, 55, 40, , 14, , 
2022/7/6, 86, 18, , 12, , 
2022/7/7, 33, 24, , 19, , 
2022/7/8, 43, 28, , 18, , 
2022/7/9, 52, 28, , 16, , 
2022/7/10, 52, 29, , 21, , 
2022/7/11, 50, 28, , 21, , 
2022/7/12, 43, 40, , 34, , 
2022/7/13, 70, 40, , 22, , 
2022/7/14, 64, 36, , 25, , 
2022/7/15, 63, 31, , 18, , 
2022/7/16, 51, 33, , 19, , 
2022/7/17, 58, 30, , 16, , 
2022/7/18, 46, 30, , 10, , 
2022/7/19, 52, 34, , 22, , 
2022/7/20, 65, 35, , 20, , 
2022/7/21, 56, 39, , 17, , 
2022/7/22, 59, 22, , 20, , 
2022/7/23, 34, 33, , 16, , 
2022/7/24, 49, 29, , 10, , 
2022/7/25, 48, 25, , 13, , 
2022/7/26, 44, 29, , 10, , 
2022/7/27, 54, 25, , 13, , 
2022/7/28, 42, 34, , 18, , 
2022/7/29, 64, 60, , 10, , 
2022/7/30, 125, 57, , 15, , 
2022/7/31, 132, 41, , 20, , 
2022/8/1, 88, 50, , 13, , 
2022/8/2, 111, 52, , 21, , 
2022/8/3, 123, 23, , 19, , 
2022/8/4, 29, 27, , 16, , 
2022/8/5, 46, 26, , 14, , 
2022/8/6, 50, 24, , 14, , 
2022/8/7, 44, 27, , 21, , 
2022/8/8, 49, 33, , 16, , 
2022/8/9, 55, 31, , 13, , 
2022/8/10, 45, 45, , 15, , 
2022/8/11, 63, 54, , 16, , 
2022/8/12, 65, 63, , 16, , 
2022/8/13, 96, 22, , 9, , 
2022/8/14, 38, 19, , 7, , 
2022/8/15, 42, 30, , 8, , 
2022/8/16, 62, 13, , 10, , 
2022/8/17, 27, 11, , 8, , 
2022/8/18, 20, 7, , 6, , 
2022/8/19, 14, , , , , 
2022/8/22, 40, 35, , 15, , 
2022/8/23, 40, 32, , 19, , 
2022/8/24, 51, 33, , 15, , 
2022/8/25, 49, 23, , 10, , 
2022/8/26, 52, 24, , 15, , 
2022/8/27, 49, 28, , 10, , 
2022/8/28, 57, 43, , 11, , 
2022/8/29, 81, 24, , 16, , 
2022/8/30, 41, 25, , 11, , 
2022/8/31, 38, 24, , 18, , 
2022/9/1, 42, 17, , 11, , 
2022/9/2, 21, , , , , 
2022/9/7, 23, , , , , 
2022/9/9, 19, 17, , 16, , 
2022/9/10, 25, 33, , 23, , 
2022/9/11, 52, 43, , 17, , 
2022/9/12, 61, 36, , 9, , 
2022/9/13, 79, 16, , 11, , 
2022/9/14, 49, 30, , 13, , 
2022/9/15, 83, 45, , 16, , 
2022/9/16, 97, 11, , 16, , 
2022/9/17, 18, 22, , 14, , 
2022/9/18, 57, 37, , 16, , 
2022/9/19, 93, 35, , 25, , 
2022/9/20, 89, 47, , 21, , 
2022/9/21, 86, 10, , 18, , 
2022/9/22, 15, 17, , 15, , 
2022/9/23, 40, , , , , 
2022/9/25, 13, 10, , 11, , 
2022/9/26, 24, 16, , 17, , 
2022/9/27, 28, 17, , 15, , 
2022/9/28, 30, 12, , 10, , 
2022/9/29, 26, 8, , 14, , 
2022/9/30, 14, 20, , 21, , 
2022/4/1, 23, 5, , 10, , 
2022/4/2, 20, 6, , 9, , 
2022/4/3, 24, 8, , 14, , 
2022/4/4, 30, 12, , 13, , 
2022/4/5, 34, 15, , 10, , 
2022/4/6, 45, 19, , 12, , 
2022/4/7, 40, 11, , 8, , 
2022/4/8, 23, 9, , 7, , 
2022/4/9, 20, 14, , 11, , 
2022/4/10, 33, 26, , 11, , 
2022/4/11, 44, 10, , 14, , 
2022/4/12, 29, 11, , 14, , 
2022/4/13, 32, 12, , 9, , 
2022/4/14, 29, 18, , 10, , 
2022/4/15, 36, 16, , 10, , 
2022/4/16, 37, 14, , 13, , 
2022/4/17, 34, 14, , 13, , 
2022/4/18, 35, 19, , 16, , 
2022/4/19, 37, 6, , 10, , 
2022/4/20, 14, 10, , 12, , 
2022/4/21, 25, 8, , 13, , 
2022/4/22, 23, 5, , 4, , 
2022/4/23, 15, 9, , 10, , 
2022/4/24, 23, 13, , 17, , 
2022/4/25, 34, 16, , 18, , 
2022/4/26, 41, 12, , 17, , 
2022/4/27, 35, 15, , 20, , 
2022/4/28, 40, 20, , 15, , 
2022/4/29, 46, 34, , 21, , 
2022/4/30, 63, 36, , 12, , 
2022/5/1, 62, 16, , 9, , 
2022/5/2, 36, 11, , 12, , 
2022/5/3, 28, 15, , 12, , 
2022/5/4, 40, 17, , 14, , 
2022/5/5, 44, 14, , 13, , 
2022/5/6, 35, 14, , 12, , 
2022/5/7, 32, 15, , 13, , 
2022/5/8, 39, 19, , 18, , 
2022/5/9, 39, 22, , 18, , 
2022/5/10, 43, 27, , 23, , 
2022/5/11, 53, 28, , 18, , 
2022/5/12, 49, 30, , 19, , 
2022/5/13, 54, 32, , 18, , 
2022/5/14, 64, 24, , 8, , 
2022/5/15, 44, 21, , 11, , 
2022/5/16, 43, 15, , 11, , 
2022/5/17, 31, 21, , 17, , 
2022/5/18, 39, 41, , 19, , 
2022/5/19, 58, 33, , 17, , 
2022/5/20, 51, 32, , 15, , 
2022/5/21, 54, 34, , 9, , 
2022/5/22, 59, 14, , 6, , 
2022/5/23, 31, 15, , 7, , 
2022/5/24, 22, 13, , 11, , 
2022/5/25, 24, 15, , 11, , 
2022/5/26, 26, 15, , 15, , 
2022/5/27, 32, 22, , 14, , 
2022/5/28, 44, 25, , 12, , 
2022/5/29, 51, 21, , 6, , 
2022/5/30, 33, 20, , 14, , 
2022/5/31, 38, 20, , 10, , 
2022/6/1, 31, 21, , 12, , 
2022/6/2, 38, 19, , 12, , 
2022/6/3, 33, 19, , 10, , 
2022/6/4, 40, 12, , 6, , 
2022/6/5, 24, 20, , 13, , 
2022/6/6, 37, 18, , 13, , 
2022/6/7, 28, 17, , 4, , 
2022/6/8, 28, 17, , 11, , 
2022/6/9, 32, 23, , 19, , 
2022/6/10, 41, 30, , 14, , 
2022/6/11, 52, 24, , 12, , 
2022/6/12, 42, 37, , 19, , 
2022/6/13, 53, 61, , 21, , 
2022/6/14, 83, 76, , 21, , 
2022/6/15, 106, 56, , 21, , 
2022/6/16, 80, 45, , 16, , 
2022/6/17, 68, 49, , 17, , 
2022/6/18, 64, 19, , 4, , 
2022/6/19, 32, 19, , 9, , 
2022/6/20, 27, 17, , 9, , 
2022/6/21, 26, 14, , 6, , 
2022/6/22, 21, 15, , 7, , 
2022/6/23, 24, 12, , 7, , 
2022/6/24, 26, 12, , 6, , 
2022/6/25, 22, 14, , 5, , 
2022/6/26, 29, 21, , 9, , 
2022/6/27, 42, 20, , 13, , 
2022/6/28, 39, 29, , 16, , 
2022/6/29, 54, 19, , 8, , 
2022/6/30, 27, 24, , 13, , 
2022/1/3, 60, 14, , 19, , 
2022/1/4, 46, 3, , 13, , 
2022/1/5, 12, 9, , 21, , 
2022/1/6, 36, 12, , 27, , 
2022/1/7, 41, 13, , 24, , 
2022/1/8, 47, 5, , 17, , 
2022/1/9, 16, 6, , 21, , 
2022/1/10, 21, 11, , 28, , 
2022/1/11, 36, 8, , 27, , 
2022/1/12, 26, 13, , 32, , 
2022/1/13, 39, 14, , 30, , 
2022/1/14, 45, 16, , 31, , 
2022/1/15, 53, 20, , 29, , 
2022/1/16, 64, 23, , 35, , 
2022/1/17, 66, 20, , 37, , 
2022/1/18, 59, 21, , 38, , 
2022/1/19, 59, 13, , 29, , 
2022/1/20, 40, 10, , 25, , 
2022/1/21, 31, 11, , 28, , 
2022/1/22, 35, 12, , 26, , 
2022/1/23, 44, 11, , 30, , 
2022/1/24, 36, 8, , 28, , 
2022/1/25, 25, 14, , 30, , 
2022/1/26, 43, 19, , 33, , 
2022/1/27, 46, 19, , 36, , 
2022/1/28, 48, 22, , 40, , 
2022/1/29, 63, 15, , 33, , 
2022/1/30, 44, 20, , 35, , 
2022/1/31, 52, 10, , 24, , 
2022/2/1, 16, 16, , 33, , 
2022/2/2, 40, 20, , 33, , 
2022/2/3, 52, 21, , 30, , 
2022/2/4, 56, 10, , 27, , 
2022/2/5, 26, 9, , 23, , 
2022/2/6, 26, 16, , 31, , 
2022/2/7, 47, 17, , 32, , 
2022/2/8, 37, 19, , 31, , 
2022/2/9, 48, 25, , 35, , 
2022/2/10, 61, 25, , 30, , 
2022/2/11, 52, 21, , 26, , 
2022/2/12, 46, 16, , 19, , 
2022/2/13, 38, 4, , 14, , 
2022/2/14, 13, 8, , 19, , 
2022/2/15, 22, 8, , 21, , 
2022/2/16, 22, 16, , 29, , 
2022/2/17, 42, 19, , 27, , 
2022/2/18, 55, 6, , 18, , 
2022/2/19, 20, 9, , 22, , 
2022/2/20, 28, 12, , 28, , 
2022/2/21, 37, 11, , 27, , 
2022/2/22, 28, 15, , 31, , 
2022/2/23, 34, 18, , 31, , 
2022/2/24, 45, 9, , 24, , 
2022/2/25, 28, 7, , 20, , 
2022/2/26, 22, 8, , 20, , 
2022/2/27, 25, 13, , 24, , 
2022/2/28, 43, 16, , 24, , 
2022/3/1, 46, 7, , 15, , 
2022/3/2, 18, 10, , 24, , 
2022/3/3, 31, 4, , 19, , 
2022/3/4, 13, 6, , 21, , 
2022/3/5, 19, 5, , 15, , 
2022/3/6, 17, 6, , 21, , 
2022/3/7, 21, 6, , 17, , 
2022/3/8, 18, 9, , 24, , 
2022/3/9, 28, 11, , 25, , 
2022/3/10, 34, 7, , 19, , 
2022/3/11, 24, 6, , 12, , 
2022/3/12, 19, 4, , 13, , 
2022/3/13, 17, 17, , 22, , 
2022/3/14, 24, 102, , 27, , 
2022/3/15, 108, 51, , 25, , 
2022/3/16, 60, 12, , 19, , 
2022/3/17, 17, 8, , 22, , 
2022/3/18, 20, 11, , 23, , 
2022/3/19, 33, 12, , 17, , 
2022/3/20, 25, 4, , 22, , 
2022/3/21, 16, 3, , 19, , 
2022/3/22, 14, 5, , 22, , 
2022/3/23, 20, 6, , 25, , 
2022/3/24, 23, 8, , 23, , 
2022/3/25, 22, 10, , 19, , 
2022/3/26, 31, 15, , 19, , 
2022/3/27, 35, 20, , 24, , 
2022/3/28, 54, 28, , 21, , 
2022/3/29, 56, 12, , 23, , 
2022/3/30, 30, 8, , 15, , 
2022/3/31, 28, 9, , 11, , 
2021/10/1, 48, 16, , 19, , 
2021/10/2, 47, 8, , 8, , 
2021/10/3, 29, 6, , 15, , 
2021/10/4, 19, 8, , 15, , 
2021/10/5, 23, 11, , 25, , 
2021/10/6, 28, 16, , 33, , 
2021/10/7, 41, 16, , 29, , 
2021/10/8, 41, 15, , 23, , 
2021/10/9, 41, 13, , 19, , 
2021/10/10, 37, 14, , 23, , 
2021/10/11, 40, 16, , 25, , 
2021/10/12, 47, 13, , 27, , 
2021/10/13, 31, 21, , 34, , 
2021/10/14, 49, 19, , 29, , 
2021/10/15, 51, 22, , 34, , 
2021/10/16, 55, 14, , 17, , 
2021/10/17, 45, 18, , 24, , 
2021/10/18, 51, 22, , 27, , 
2021/10/19, 53, 15, , 17, , 
2021/10/20, 40, 10, , 19, , 
2021/10/21, 22, 9, , 14, , 
2021/10/22, 20, 14, , 21, , 
2021/10/23, 33, 17, , 25, , 
2021/10/24, 41, 21, , 32, , 
2021/10/25, 48, 19, , 28, , 
2021/10/26, 41, 20, , 32, , 
2021/10/27, 50, 23, , 30, , 
2021/10/28, 52, 15, , 23, , 
2021/10/29, 43, 14, , 10, , 
2021/10/30, 52, 20, , 6, , 
2021/10/31, 70, 6, , 6, , 
2021/11/1, 32, 7, , 11, , 
2021/11/2, 17, 5, , 11, , 
2021/11/3, 13, 13, , 21, , 
2021/11/4, 31, 9, , 22, , 
2021/11/5, 28, 8, , 19, , 
2021/11/6, 26, 15, , 26, , 
2021/11/7, 48, 18, , 31, , 
2021/11/8, 49, 15, , 31, , 
2021/11/9, 42, 18, , 32, , 
2021/11/10, 47, 26, , 38, , 
2021/11/11, 62, 17, , 33, , 
2021/11/12, 51, 16, , 28, , 
2021/11/13, 51, 16, , 23, , 
2021/11/14, 51, 8, , 22, , 
2021/11/15, 23, 14, , 27, , 
2021/11/16, 39, 13, , 22, , 
2021/11/17, 32, 16, , 28, , 
2021/11/18, 40, 11, , 22, , 
2021/11/19, 33, 10, , 22, , 
2021/11/20, 33, 13, , 20, , 
2021/11/21, 43, 11, , 21, , 
2021/11/22, 39, 10, , 20, , 
2021/11/23, 32, 10, , 17, , 
2021/11/24, 32, 11, , 25, , 
2021/11/25, 32, 15, , 30, , 
2021/11/26, 45, 5, , 10, , 
2021/11/27, 14, 4, , 5, , 
2021/11/28, 15, 4, , 11, , 
2021/11/29, 14, 18, , 33, , 
2021/11/30, 50, 14, , 21, , 
2021/12/1, 48, 7, , 21, , 
2021/12/2, 20, 12, , 16, , 
2021/12/3, 42, , , , , 
2021/12/7, 29, 3, , 6, , 
2021/12/8, 12, 5, , 11, , 
2021/12/9, 18, 4, , 8, , 
2021/12/10, 14, 11, , 23, , 
2021/12/11, 35, 14, , 24, , 
2021/12/12, 47, 17, , 26, , 
2021/12/13, 52, 20, , 34, , 
2021/12/14, 59, 17, , 36, , 
2021/12/15, 49, 24, , 36, , 
2021/12/16, 59, 18, , 32, , 
2021/12/17, 53, 15, , 26, , 
2021/12/18, 50, 11, , 24, , 
2021/12/19, 34, 19, , 29, , 
2021/12/20, 57, 24, , 30, , 
2021/12/21, 63, 16, , 26, , 
2021/12/22, 48, 16, , 27, , 
2021/12/23, 52, 10, , 20, , 
2021/12/24, 39, 10, , 16, , 
2021/12/25, 41, 11, , 12, , 
2021/12/26, 44, 5, , 7, , 
2021/12/27, 16, 9, , 13, , 
2021/12/28, 31, 18, , 23, , 
2021/12/29, 57, 18, , 25, , 
2021/12/30, 54, 16, , 24, , 
2021/12/31, 53, 18, , 24, , 
2022/1/1, 58, 16, , 24, , 
2022/1/2, 56, 20, , 27, , 
2021/7/1, 38, 20, , 20, , 
2021/7/2, 42, 11, , 9, , 
2021/7/3, 23, 9, , 6, , 
2021/7/4, 24, 12, , 10, , 
2021/7/5, 27, 10, , 10, , 
2021/7/6, 26, 10, , 10, , 
2021/7/7, 27, 10, , 17, , 
2021/7/8, 24, 20, , 21, , 
2021/7/9, 43, 24, , 23, , 
2021/7/10, 54, 42, , 17, , 
2021/7/11, 63, 17, , 6, , 
2021/7/12, 35, 10, , 9, , 
2021/7/13, 23, 11, , 15, , 
2021/7/14, 26, 18, , 21, , 
2021/7/15, 36, 23, , 24, , 
2021/7/16, 52, 20, , 18, , 
2021/7/17, 49, 15, , 10, , 
2021/7/18, 35, 16, , 18, , 
2021/7/19, 42, 23, , 24, , 
2021/7/20, 46, 25, , 27, , 
2021/7/21, 44, 34, , 27, , 
2021/7/22, 54, 25, , 22, , 
2021/7/23, 53, 12, , 7, , 
2021/7/24, 30, 13, , 8, , 
2021/7/25, 36, 18, , 19, , 
2021/7/26, 52, 24, , 17, , 
2021/7/27, 64, 19, , 17, , 
2021/7/28, 48, 32, , 16, , 
2021/7/29, 73, 18, , 16, , 
2021/7/30, 43, 11, , 6, , 
2021/7/31, 24, 7, , 7, , 
2021/8/1, 20, 15, , 16, , 
2021/8/2, 36, 23, , 15, , 
